City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,dryden,49.7833,-92.7503,8.02,60,8,2.92,CA,1746854099
296,port lincoln,-34.7333,135.8667,19.87,44,2,2.95,AU,1746854100
297,namsos,64.4662,11.4957,6.95,87,100,4.12,NO,1746854101
298,chilecito,-29.1619,-67.4974,13.01,59,6,1.86,AR,1746854103
299,balikpapan,-1.2675,116.8289,30.55,74,20,1.03,ID,1746854104
300,ciudad lazaro cardenas,17.9583,-102.2,25.57,76,15,1.93,MX,1746854105
301,kerben,40.2951,72.1863,21.07,52,1,2.32,KG,1746854106
302,mutoko,-17.397,32.2268,12.25,58,0,1.23,ZW,1746854107
303,kidal,18.4411,1.4078,28.91,10,0,1.33,ML,1746854108
304,zhezqazghan,47.7833,67.7667,21.32,49,20,6.0,KZ,1746854109
305,boguchar,49.9358,40.545,8.04,88,83,7.21,RU,1746854110
306,newman,37.3138,-121.0208,23.92,61,0,0.45,US,1746854111
307,lakatoro,-16.0999,167.4164,27.79,80,100,1.67,VU,1746854112
308,itamaraca,-7.7478,-34.8256,24.77,84,74,3.86,BR,1746854114
309,ouadda,8.0777,22.4007,24.2,45,76,1.39,CF,1746854115
310,ouani,-12.1322,44.4258,27.63,74,80,2.4,KM,1746854116
311,aldinga beach,-35.2793,138.4604,22.02,57,0,1.65,AU,1746854117
312,staraya russa,57.9944,31.3608,4.51,68,39,3.67,RU,1746854118
313,puerto madryn,-42.7692,-65.0385,10.2,55,76,5.12,AR,1746854119
314,holualoa,19.6228,-155.9522,21.25,92,56,1.28,US,1746854120
315,tazovsky,67.4667,78.7,-3.93,88,84,5.2,RU,1746854121
316,twon-brass,4.3151,6.2418,27.46,72,80,1.43,NG,1746854122
317,gaiman,-43.2897,-65.4929,7.11,57,66,3.84,AR,1746854123
318,springs,-26.25,28.4,11.48,40,0,2.06,ZA,1746854124
319,saint helier,49.188,-2.1049,12.14,78,0,5.14,JE,1746854126
320,necochea,-38.5473,-58.7368,12.09,62,100,5.39,AR,1746854127
321,sao paulo de olivenca,-3.3783,-68.8725,22.42,98,59,0.74,BR,1746854128
322,yibin,28.7667,104.6238,16.14,83,100,2.19,CN,1746854091
323,bonham,33.5773,-96.1783,16.9,89,30,3.17,US,1746854130
324,nova vicosa,-17.8919,-39.3719,23.12,93,5,1.56,BR,1746854131
325,cockburn town,21.4612,-71.1419,24.99,76,0,6.15,TC,1746854132
326,salur,18.5333,83.2167,36.48,31,8,2.81,IN,1746854133
327,chadron,42.8294,-102.9999,12.14,67,0,0.0,US,1746854134
328,namibe,-15.1961,12.1522,23.75,75,0,0.22,AO,1746854137
329,mizdah,31.4451,12.9801,20.87,43,90,2.0,LY,1746854138
330,udomlya,57.8794,34.9925,2.21,98,100,2.74,RU,1746854139
331,tofol,5.3248,163.0078,28.88,79,75,5.14,FM,1746854140
332,kayangel,8.0823,134.7173,28.93,77,66,5.86,PW,1746854141
333,sinop,41.7711,34.8709,13.73,90,97,1.13,TR,1746854142
334,yamada,39.4667,141.95,13.56,98,100,3.63,JP,1746854143
335,xingtai,37.0631,114.4942,24.09,18,95,6.63,CN,1746854144
336,port augusta,-32.5,137.7667,23.88,24,0,2.77,AU,1746854145
337,kyosai,34.8503,128.5886,14.91,76,80,11.46,KR,1746854147
338,haapsalu,58.9431,23.5414,5.57,70,0,1.51,EE,1746854148
339,port antonio,18.18,-76.4612,25.59,89,25,3.32,JM,1746854149
340,liaozhong,41.5061,122.7242,23.14,20,95,9.33,CN,1746854150
341,masterton,-40.9597,175.6575,11.2,77,1,1.33,NZ,1746854151
342,tura,25.5198,90.2201,37.01,25,1,2.9,IN,1746854152
343,mehtar lam,34.6714,70.2094,28.62,36,0,1.68,AF,1746854153
344,teknaf,20.8624,92.3058,32.32,63,2,4.43,BD,1746854154
345,hunt valley,39.4998,-76.6411,9.71,88,1,4.2,US,1746854155
346,horta,38.5333,-28.6333,14.45,78,3,3.13,PT,1746854156
347,hindupur,13.8289,77.4933,30.89,45,5,1.38,IN,1746854157
348,jiuquan,39.7432,98.5174,23.24,7,0,4.54,CN,1746854159
349,berdigestyakh,62.0989,126.6992,13.05,33,98,6.35,RU,1746854160
350,sao vicente,-23.9631,-46.3919,27.77,26,37,3.29,BR,1746854161
351,nizao,18.25,-70.2,26.7,88,0,5.35,DO,1746854162
352,port douglas,-16.4833,145.4667,24.68,85,61,7.78,AU,1746854163
353,mananjary,-21.2167,48.3333,23.77,92,77,2.91,MG,1746854164
354,dul'durga,50.6761,113.5931,23.58,22,76,8.56,RU,1746854165
355,adrar,20.5022,-10.0711,26.46,31,44,6.08,MR,1746854166
356,argo,37.6333,22.7333,19.53,66,0,1.58,GR,1746854167
357,virginia,37.5481,-77.4467,10.99,95,0,0.0,US,1746854168
358,hobyo,5.3505,48.5268,29.41,69,95,6.03,SO,1746854170
359,hafar al-batin,28.4328,45.9708,32.32,12,0,5.14,SA,1746854171
360,kouango,4.9934,19.9619,24.1,65,49,1.36,CF,1746854172
361,tucuma,-0.1833,-50.05,23.25,95,100,1.33,BR,1746854173
362,agat village,13.3886,144.6585,32.52,58,20,5.66,GU,1746854174
363,villa gesell,-37.2639,-56.973,12.47,64,100,6.04,AR,1746854175
364,lyubokhna,53.5033,34.3885,5.12,67,86,2.9,RU,1746854176
365,xiuyan,40.2928,123.2744,19.88,39,100,10.17,CN,1746854177
366,vorgashor,67.5833,63.95,-4.33,89,96,4.1,RU,1746854178
367,satoraljaujhely,48.4,21.6667,7.44,66,7,0.75,HU,1746854179
368,figuig (centre),32.1089,-1.2286,20.17,19,100,2.93,MA,1746854181
369,pinckneyville,38.0803,-89.382,12.95,78,60,2.97,US,1746854182
370,aasiaat,68.7098,-52.8699,-10.4,85,78,4.88,GL,1746854184
371,luderitz,-26.6481,15.1594,13.46,87,4,3.57,,1746854185
372,kamina,-8.7386,24.9906,17.46,83,25,1.42,CD,1746854186
373,ambon,-3.6954,128.1814,31.07,100,94,3.58,ID,1746854187
374,ain sefra,32.75,-0.5833,18.21,26,100,1.77,DZ,1746854188
375,ascension,30.2169,-90.9001,18.37,98,99,3.28,US,1746854189
376,lima,-12.0432,-77.0282,17.72,86,75,3.09,PE,1746854050
377,puerto deseado,-47.7503,-65.8938,7.44,69,79,3.22,AR,1746854192
378,baiti,13.745,-14.7482,27.45,35,46,3.25,SN,1746854193
379,hamilton,39.1834,-84.5333,10.05,84,0,1.54,US,1746854194
380,glogowek,50.3536,17.8641,7.36,66,79,2.01,PL,1746854195
381,ancud,-41.8697,-73.8203,12.54,96,100,5.47,CL,1746854196
382,luau,-10.7073,22.2247,15.86,81,10,1.4,AO,1746854197
383,kill devil hills,36.0307,-75.676,17.77,72,75,5.14,US,1746854198
384,ust-nera,64.5667,143.2,4.59,84,89,0.81,RU,1746854199
385,shahr-e kord,32.3256,50.8644,19.87,24,0,1.03,IR,1746854200
386,mitu,1.1983,-70.1733,22.3,98,53,0.49,CO,1746854202
387,palestina,31.9216,35.2033,26.63,27,0,0.77,PS,1746854203
388,ponta delgada,37.7333,-25.6667,15.4,77,40,4.63,PT,1746854204
389,fale old settlement,-9.3852,-171.2468,28.2,75,100,4.34,TK,1746854205
390,sept-iles,50.2001,-66.3821,2.0,82,20,1.54,CA,1746854206
391,muri,23.3667,85.8667,39.71,19,5,1.62,IN,1746854207
392,xinqing,48.2333,129.5,19.15,22,0,2.9,CN,1746854208
393,awjilah,29.1081,21.2869,29.92,18,30,4.07,LY,1746854209
394,terme,41.2092,36.9739,18.47,94,76,1.75,TR,1746854210
395,boa vista,2.8197,-60.6733,25.99,83,0,1.54,BR,1746854211
396,mawu,34.4307,104.9176,13.0,24,28,5.27,CN,1746854213
397,kapit,2.0167,112.9333,34.52,46,87,0.91,MY,1746854214
398,haverfordwest,51.8017,-4.9691,9.75,82,41,3.01,GB,1746854215
399,puerto leguizamo,-0.1934,-74.7819,21.84,97,90,0.92,CO,1746854216
400,turkmenbasy,40.0222,52.9552,28.43,21,0,4.12,TM,1746854217
401,kapa'a,22.0752,-159.319,23.18,73,75,3.6,US,1746854218
402,nguigmi,14.2495,13.1092,26.23,13,1,4.81,NE,1746854219
403,port saint john's,-31.6229,29.5448,19.91,50,0,4.36,ZA,1746854220
404,bhindar,24.5,74.1833,31.2,40,22,2.28,IN,1746854221
405,tocopilla,-22.092,-70.1979,18.77,73,10,1.77,CL,1746854223
406,slany,50.2305,14.0869,6.45,71,0,3.6,CZ,1746854224
407,howrah,22.5892,88.3103,37.0,41,20,4.12,IN,1746854225
408,luwingu,-10.2621,29.9271,14.97,93,1,2.26,ZM,1746854226
409,minas de marcona,-15.2119,-75.1103,13.09,88,62,4.96,PE,1746854227
410,nemuro,43.3236,145.575,6.84,98,100,8.64,JP,1746854228
411,paicandu,-23.4575,-52.0486,21.37,94,40,2.57,BR,1746854230
412,naliya,23.2667,68.8333,32.88,52,1,2.34,IN,1746854232
413,zhangjiakou,40.81,114.8794,18.34,18,56,3.48,CN,1746854028
414,kudahuvadhoo,2.6708,72.8944,28.98,68,71,3.19,MV,1746854234
415,rawai,7.7797,98.3253,29.5,78,60,6.91,TH,1746854235
416,alaghsas,17.0187,8.0168,27.94,11,0,3.09,NE,1746854236
417,zouerate,22.7187,-12.4521,22.64,47,40,2.96,MR,1746854237
418,smithers,54.7804,-127.1743,9.18,61,100,1.54,CA,1746854238
419,vorkuta,67.5,64.0,-4.17,88,95,3.95,RU,1746854239
420,cadale,2.7603,46.3222,28.11,76,100,6.46,SO,1746854240
421,motueka,-41.1333,173.0167,14.5,82,8,1.67,NZ,1746854241
422,kendari,-3.945,122.4989,24.27,97,100,0.84,ID,1746854242
423,afaahiti,-17.75,-149.2833,26.46,77,96,2.71,PF,1746854244
424,callao,-12.0667,-77.15,18.73,88,75,3.09,PE,1746854245
425,tolanaro,-25.0319,46.9987,23.99,82,86,4.55,MG,1746854246
426,salinopolis,-0.6136,-47.3561,25.07,91,100,3.81,BR,1746854247
427,woodland,38.6785,-121.7733,24.35,53,0,0.0,US,1746854248
428,wanning,18.8003,110.3967,31.5,67,89,3.55,CN,1746854249
429,zaltan,32.947,11.8665,18.68,83,82,3.0,LY,1746854250
430,albina,5.5,-54.05,22.7,98,28,1.26,SR,1746854251
431,la passe,45.5549,-0.8967,12.23,84,100,6.25,FR,1746854252
432,kigoma,-4.8769,29.6267,22.94,77,48,1.65,TZ,1746854253
433,miles city,46.4083,-105.8406,18.54,48,0,2.57,US,1746854254
434,mishelevka,52.8575,103.1719,21.95,44,95,2.67,RU,1746854257
435,nadym,65.5333,72.5167,-2.59,83,100,7.43,RU,1746854258
436,agapovka,53.2973,59.1348,13.56,63,98,3.44,RU,1746854260
437,posto fiscal rolim de moura,-13.0833,-62.2667,23.59,92,100,0.6,BR,1746854261
438,karwar,14.8,74.1333,30.47,63,45,2.21,IN,1746854262
439,emerald,-23.5333,148.1667,25.19,49,60,7.01,AU,1746854266
440,cottage grove,44.8277,-92.9438,20.98,30,0,4.12,US,1746853978
441,tara,56.8944,74.371,9.43,91,100,5.03,RU,1746854268
442,al kharj,24.155,47.3346,31.32,12,0,0.71,SA,1746854269
443,namdrik,5.5994,168.1028,28.23,74,100,5.53,MH,1746854270
444,zeya,53.75,127.2667,17.51,29,100,2.74,RU,1746854271
445,broken hill,-31.95,141.4333,20.66,36,0,3.9,AU,1746854272
446,kerikeri,-35.2268,173.9474,16.06,70,1,2.24,NZ,1746854274
447,maicao,11.3832,-72.2432,26.77,82,49,4.82,CO,1746854275
448,nur-sultan,51.1801,71.446,20.97,60,40,8.0,KZ,1746854276
449,aitape,-3.1374,142.3475,28.91,78,34,3.86,PG,1746854277
450,fisterra,42.9049,-9.2629,11.93,78,94,4.66,ES,1746854278
451,asikkala,61.2167,25.5,4.65,75,16,2.23,FI,1746854279
452,phrai bueng,14.7483,104.3626,31.54,52,100,1.09,TH,1746854280
453,upington,-28.4478,21.2561,8.21,61,0,2.06,ZA,1746854281
454,saldanha,-33.0117,17.9442,14.03,78,100,6.93,ZA,1746854282
455,sao joao da barra,-21.6403,-41.0511,24.11,80,3,4.78,BR,1746854283
456,kamaishi,39.2667,141.8833,13.98,99,100,4.18,JP,1746854285
457,major isidoro,-9.5322,-36.985,21.77,91,52,1.48,BR,1746854286
458,muli,2.9167,73.5667,28.91,68,38,3.94,MV,1746854287
459,tual,-5.6667,132.75,28.35,79,5,6.11,ID,1746854288
460,tarawa,1.419,172.984,27.05,83,100,3.09,KI,1746854289
461,anna regina,7.2644,-58.5077,26.29,85,89,4.12,GY,1746854290
462,margate,51.3813,1.3862,9.83,93,6,4.61,GB,1746854291
463,kununurra,-15.7667,128.7333,31.99,35,12,4.63,AU,1746854292
464,ampanihy,-24.7,44.75,21.78,81,1,4.41,MG,1746854293
465,magadan,59.5667,150.8,2.6,87,98,2.72,RU,1746854294
466,n'zeto,-7.2312,12.8666,24.67,85,100,1.69,AO,1746854296
467,yeniseysk,58.4497,92.1703,18.17,39,44,0.68,RU,1746854297
468,nema,57.5067,50.5011,12.06,65,84,2.86,RU,1746854298
469,east london,-33.0153,27.9116,16.52,82,0,3.09,ZA,1746854299
470,gargalianoi,37.0667,21.6333,15.78,80,1,4.32,GR,1746854300
471,san julian,21.0167,-102.1667,18.68,28,87,3.65,MX,1746854301
472,gizo,-8.103,156.8419,27.02,85,99,9.15,SB,1746854302
473,martinsburg,39.4562,-77.9639,9.75,79,6,2.64,US,1746854303
474,macapa,0.0389,-51.0664,24.99,94,40,0.51,BR,1746854304
475,crane,31.3974,-102.3501,16.05,56,53,4.14,US,1746854305
476,puerto san jose,13.9256,-90.8244,28.83,87,34,1.4,GT,1746854306
477,adh dhibiyah,24.5014,45.9686,31.26,9,1,4.1,SA,1746854308
478,hard bargain,26.3167,-77.5667,24.71,79,53,6.32,BS,1746854309
479,laojunmiao,39.8333,97.7333,19.25,9,1,4.35,CN,1746854310
480,halifax,44.6453,-63.5724,9.14,89,100,1.03,CA,1746854312
481,cherniakhiv,50.4565,28.6702,5.77,61,21,3.11,UA,1746854313
482,st. john's,47.5649,-52.7093,3.09,96,100,3.6,CA,1746854314
483,tanggu,39.0211,117.6469,22.98,28,89,4.63,CN,1746854315
484,colonia,50.9333,6.95,9.97,72,16,1.77,DE,1746854316
485,funafuti,-8.5243,179.1942,30.0,74,75,2.06,TV,1746854177
486,hendrina,-26.1588,29.7153,9.46,51,0,1.82,ZA,1746854319
487,palmer,42.1584,-72.3287,9.73,83,100,3.6,US,1746854320
488,usinsk,65.9939,57.5281,-2.16,76,9,4.47,RU,1746854321
489,kpandae,8.4689,-0.0113,25.44,81,32,3.23,GH,1746854322
490,cova figueira,14.8905,-24.2934,17.15,82,24,2.69,CV,1746854323
491,spanish springs,39.6491,-119.7074,20.99,35,48,5.66,US,1746854324
492,bozhou,33.8772,115.7703,21.19,35,94,3.73,CN,1746854325
493,rajsamand,25.0667,73.8833,30.22,43,11,0.92,IN,1746854326
494,borazjan,29.2666,51.2159,31.74,30,0,1.16,IR,1746854329
495,huangmei,30.1924,116.025,19.23,48,100,3.28,CN,1746854330
496,chipata,-13.6333,32.65,16.3,85,0,1.85,ZM,1746854331
497,jabat,7.75,168.9751,27.69,78,99,6.9,MH,1746854332
498,topolobampo,25.6,-109.05,21.95,53,0,1.03,MX,1746854333
499,san rafael,-34.6177,-68.3301,13.18,38,0,1.91,AR,1746854334
500,pacific grove,36.6177,-121.9166,15.82,88,0,3.13,US,1746854335
501,okha,53.5739,142.9478,4.13,81,100,6.61,RU,1746854336
502,santa terezinha,-29.9002,-50.0904,17.71,91,100,6.21,BR,1746854337
503,kavkazskaya,45.445,40.6728,13.56,84,77,5.61,RU,1746854338
504,galle,6.0367,80.217,27.68,82,100,4.3,LK,1746854340
505,belmonte,-15.8631,-38.8828,23.83,88,15,0.1,BR,1746854341
506,vallenar,-28.5708,-70.7581,18.33,17,13,1.44,CL,1746854342
507,uzgen,40.7699,73.3007,22.25,52,26,2.25,KG,1746854343
508,la'ie,21.6477,-157.9253,24.98,74,13,4.47,US,1746854344
509,chinde,26.8212,87.7095,34.13,33,0,3.85,NP,1746854345
510,itoman,26.1247,127.6694,23.21,96,75,5.14,JP,1746854346
511,gejiu,23.306,103.1635,25.29,43,44,3.01,CN,1746854347
512,selfoss,63.9331,-20.9971,3.36,72,99,6.14,IS,1746854348
513,tromso,69.6496,18.957,6.01,75,75,6.69,NO,1746854349
514,san martin,-33.081,-68.4681,12.75,54,1,1.55,AR,1746854351
515,peace river,56.2501,-117.286,12.17,43,75,1.54,CA,1746854352
516,ikovka,55.6089,64.9375,10.91,91,100,4.21,RU,1746854353
517,revda,56.801,59.9303,4.38,95,100,3.69,RU,1746854354
518,gharaunda,29.5375,76.9717,35.97,26,53,2.84,IN,1746854355
519,flying fish cove,-10.4217,105.6791,24.82,100,77,5.66,CX,1746854356
520,kovel,51.2153,24.7087,5.87,96,100,3.64,UA,1746854357
521,jennings,38.7192,-90.2604,13.21,77,0,0.0,US,1746854358
522,sisimiut,66.9395,-53.6735,-3.45,92,100,7.32,GL,1746854359
523,sinabang,2.4803,96.3801,27.83,81,99,3.76,ID,1746854360
524,peniche,39.3558,-9.3811,15.31,84,2,5.43,PT,1746854361
525,kalmunai,7.4167,81.8167,30.12,68,100,1.87,LK,1746854363
526,quellon,-43.1167,-73.6167,12.48,93,100,4.55,CL,1746854364
527,swan hill,-35.3378,143.5544,20.7,35,0,2.14,AU,1746854365
528,xining,36.6167,101.7667,15.58,16,0,3.72,CN,1746854366
529,villa emilio carranza,19.9667,-96.6,24.91,82,99,6.41,MX,1746854367
530,kangding,30.0513,101.9603,13.81,68,100,2.29,CN,1746854368
531,labasa,-16.4167,179.3833,23.67,92,100,4.58,FJ,1746854369
532,palikir - national government center,6.9248,158.1611,30.47,76,75,4.63,FM,1746854370
533,deltebre,40.7499,0.7868,14.91,95,44,2.62,ES,1746854371
534,lorengau,-2.0226,147.2712,28.56,79,54,3.14,PG,1746854372
535,tindouf,27.6711,-8.1474,21.25,32,40,2.06,DZ,1746854374
536,sweet home,44.3976,-122.7362,13.46,79,100,1.34,US,1746854375
537,markovo,57.3206,107.0881,11.8,56,94,3.66,RU,1746854376
538,pukchil-lodongjagu,40.2019,125.7483,9.83,95,100,1.13,KP,1746854377
539,constitucion,-35.3333,-72.4167,12.61,76,1,2.8,CL,1746854379
540,kovernino,57.1253,43.8142,7.37,87,100,3.02,RU,1746854380
541,vepagunta,17.7784,83.2158,33.83,55,40,4.12,IN,1746854381
542,saint-joseph,-21.3667,55.6167,28.21,81,41,5.37,RE,1746854383
543,thunder bay,48.4001,-89.3168,10.99,50,0,4.12,CA,1746854384
544,leh,34.1667,77.5833,5.01,79,100,2.82,IN,1746854385
545,nabire,-3.3667,135.4833,29.14,71,57,2.58,ID,1746854386
546,taranto,40.6167,17.25,16.03,92,6,2.56,IT,1746854387
547,fort mcmurray,56.7268,-111.381,11.77,32,100,4.12,CA,1746854388
548,west hattiesburg,31.3191,-89.3751,18.12,97,100,3.09,US,1746854389
549,lethem,3.3803,-59.7968,24.66,83,100,3.02,GY,1746854390
550,taro,-8.3862,115.28,24.58,91,75,1.24,ID,1746854391
551,puerto baquerizo moreno,-0.9,-89.6,24.38,86,52,3.76,EC,1746854393
552,rio preto da eva,-2.6994,-59.6997,24.78,90,2,1.09,BR,1746854394
553,lishui,28.4604,119.9103,27.5,33,1,5.01,CN,1746854395
554,port-vila,-17.7338,168.3219,27.78,83,100,3.09,VU,1746854396
555,lepsy,46.235,78.9456,25.97,35,95,6.97,KZ,1746854397
556,parun,35.4207,70.9221,10.62,45,0,2.5,AF,1746854398
557,surat thani,9.1667,99.25,35.0,76,40,5.14,TH,1746854399
558,camiri,-20.05,-63.5167,18.09,96,99,1.22,BO,1746854401
559,prairie view,30.0933,-95.9877,20.35,50,32,3.36,US,1746854403
560,tamanrasset,22.785,5.5228,26.95,18,0,5.14,DZ,1746854404
561,sur,22.5667,59.5289,29.21,58,0,1.74,OM,1746854405
562,trairi,-3.2778,-39.2689,24.64,88,100,3.01,BR,1746854406
563,mogi mirim,-22.4319,-46.9578,20.35,78,17,2.06,BR,1746854407
564,panama city beach,30.1766,-85.8055,19.45,96,75,3.09,US,1746854408
565,hirara,24.8,125.2833,22.92,100,75,5.14,JP,1746854409
566,coahuayana de hidalgo,18.7,-103.6583,22.72,89,94,0.65,MX,1746854410
567,portland,45.5234,-122.6762,17.32,59,75,3.09,US,1746853914
568,izhevsk,56.85,53.2333,12.29,65,68,0.89,RU,1746854412
569,ngereklmadel,7.4883,134.4856,31.05,70,75,3.6,PW,1746854414
570,ar rutbah,33.0381,40.2848,26.61,22,0,2.5,IQ,1746854415
571,tsiombe,-25.3,45.4833,23.74,77,0,5.76,MG,1746854416
572,qamdo,31.1667,97.2333,11.54,10,12,2.6,CN,1746854417
573,nyurba,63.2842,118.3319,8.46,54,100,1.5,RU,1746854418
574,rice lake,45.5061,-91.7382,19.82,26,0,5.14,US,1746854419
575,williamson,30.6502,-97.6003,19.99,78,29,0.89,US,1746854420
576,faya-largeau,17.9257,19.1043,27.42,8,0,5.74,TD,1746854421
577,zhangzhou,24.5133,117.6556,29.75,63,100,1.25,CN,1746854422
578,chernyshevskiy,63.0128,112.4714,4.24,65,88,4.79,RU,1746854423
579,puerto armuelles,8.2833,-82.8667,28.38,78,97,2.24,PA,1746854425
580,grande prairie,55.1667,-118.8027,8.1,53,20,4.12,CA,1746854312
581,rundu,-17.9333,19.7667,11.72,55,0,0.84,,1746854427
582,farim,12.4839,-15.2217,25.53,60,77,0.77,GW,1746854428
583,mega,4.05,38.3,16.39,89,91,4.31,ET,1746854429
584,roma,43.2128,-75.4557,8.08,97,100,4.12,US,1746854430
585,saipan,15.1355,145.701,32.39,73,40,7.72,MP,1746854431
586,loncoche,-39.3667,-72.6333,11.21,99,97,0.97,CL,1746854433
587,pa daet,19.5049,99.9924,34.77,42,48,1.2,TH,1746854435
588,sudak,44.85,34.9667,8.26,75,100,2.64,UA,1746854436
589,klaksvik,62.2266,-6.589,8.04,87,100,3.66,FO,1746854437
590,qui nhon,13.7667,109.2333,31.26,67,100,4.97,VN,1746854438
